quo.QuotationNumber,ql.ItemID,ql.Description,ql.Quality,ql.Cues,ql.Price,ql.Discount,ql.Total,job.JobCode,job.JobReferenceCode,jobn.Value
MK-QUO-2301-002,2444,Cable & Accessories,1.0,1.0,10000.0,0.0,10000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2974,MA Network Processor Unit (NPU),3.0,1.0,15000.0,0.0,45000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3009,Intercom Master Station (Wired - Two Channel),1.0,2.0,800.0,0.0,1600.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2959,Power Dimmer 5 Kw. 24 Ch.,1.0,1.0,2500.0,0.0,2500.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2969,grandMA 2 Full-Size Console,2.0,1.0,50000.0,0.0,100000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3076,MARTIN MAC Viper Performance 1000 W.,21.0,1.0,8500.0,0.0,178500.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,0,ADDITIONAL,0.0,0.0,0.0,0.0,0.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3007,Intercom Beltpack (Wired - Single Channel),15.0,2.0,500.0,0.0,15000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3012,HME DX200 Wireless Intercom Master Station,1.0,2.0,0.0,0.0,0.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3099,STRONG Super Trouper Long Throw Xenon 2 Kw.,4.0,1.0,7000.0,0.0,28000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3081,TERBLY PT189B Moving Head Beam/ Philips Platinum 5R,52.0,1.0,2500.0,0.0,130000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,0,LIGHTING SYSTEM,0.0,0.0,0.0,0.0,0.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2471,Transportation,1.0,1.0,18000.0,0.0,18000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2995,LOOK SOLUTION Viper NT Smoke Machine,12.0,1.0,3500.0,0.0,42000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2470,Operate,1.0,1.0,8000.0,0.0,8000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2445,Structure,1.0,1.0,85000.0,0.0,85000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2469,Lighting System Installation & Dismantle,1.0,1.0,80000.0,0.0,80000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,0,INTERCOM SYSTEM,0.0,0.0,0.0,0.0,0.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3083,PR XLED 1037 4in1 RGBW Zoom Moving Head Wash 37x10w.,32.0,1.0,2500.0,0.0,80000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3060,THOMAS MoleFay 4 lite Blinder 650 W. X 4 (Black),24.0,1.0,800.0,0.0,19200.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3011,HME Wireless Intercom Beltpack (Single Line),8.0,2.0,2000.0,0.0,32000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3087,CKC Sweeper Y1640 LED RGBW 4in1 16x40w.,36.0,1.0,3500.0,0.0,126000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,2470,Spot Operator,4.0,2.0,2400.0,0.0,19200.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2301-002,3106,INTELLA STORM 1000 4in1 RGBW LED Strobe 1000 w.,24.0,1.0,1500.0,0.0,36000.0,MJ-2301-0002,J2301-0002,AOMG World Tour
MK-QUO-2302-069,2969,grandMA 2 Full-Size Console,1.0,1.0,30000.0,0.0,30000.0,MJ-2302-0053,J2302-0043,Concert
MK-QUO-2301-028,0,For rehersal,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,CONFETTI FOR SOLENOID CUE 3 KG.,1.0,1.0,6000.0,0.0,6000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,INSTALL AND OPERATE,1.0,1.0,12000.0,0.0,12000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,ALUMINIUM TRUSS 5 M. WITH HOIST,1.0,1.5,6000.0,0.0,9000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,CONFETTI FOR SOLENOID CUE 3 KG.,1.0,2.0,6000.0,0.0,12000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,T-SHIRT GUN LAUNCHER,1.0,1.5,18000.0,0.0,27000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,CO2 GUN + TANK 30 Kg.,2.0,1.5,4500.0,0.0,13500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,SOLENOID 2.5 M. 4 UNITS + SOLENOID CONTROL,1.0,1.5,17000.0,0.0,25500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,2487,PAPER RAIN MACHINE,6.0,1.5,5000.0,0.0,45000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-028,0,EFFECT SYSTEM,0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-036,2469,"Control system , Programming",1.0,1.0,150000.0,0.0,150000.0,MJ-2212-0036,J2212-0033,Tderm
MK-QUO-2301-036,0,LIGHTING SYSTEM,0.0,0.0,0.0,0.0,0.0,MJ-2212-0036,J2212-0033,Tderm
MK-QUO-2301-036,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0036,J2212-0033,Tderm
MK-QUO-2301-036,2444,Cable & Accessories,1.0,1.0,50000.0,0.0,50000.0,MJ-2212-0036,J2212-0033,Tderm
MK-QUO-2301-036,2469,Installation & Dismantle,1.0,1.0,150000.0,0.0,150000.0,MJ-2212-0036,J2212-0033,Tderm
MK-QUO-2301-035,3126,12 Ch. Stage Maker Electric Hoist Controler,1.0,2.0,1500.0,0.0,3000.0,MJ-2301-0030,J2301-0028,GMC Indorama (เช่า)
MK-QUO-2301-035,3123,STAGEMAKER Compact SM5 0.5 T. Electric Hoist 20 M.,8.0,2.0,1000.0,0.0,16000.0,MJ-2301-0030,J2301-0028,GMC Indorama (เช่า)
MK-QUO-2301-035,3178,MILOS Aluminium Square Truss .30 x .30 x 3 M.,10.0,2.0,800.0,0.0,16000.0,MJ-2301-0030,J2301-0028,GMC Indorama (เช่า)
MK-QUO-2302-075,2468,Lighting Designer,1.0,1.0,15000.0,0.0,15000.0,MJ-2302-0048,J2302-0040,แกรมมี่โกลด์ ไมค์เสียงทอง
MK-QUO-2301-029,3085,EK CHROMAPIX M33 4in1 RGBW Moving Panel 6 Degree 9x10w.,4.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3112,Lighting Stand 2.75 M. (Black),2.0,1.0,400.0,0.0,800.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2469,Installation & Dismantle,1.0,1.0,7383.18,0.0,7383.18,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2971,MA2 onPC,1.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,0,Backdrop ,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3064,Pixel Bar8 LED 3in1 RGB COB 8 x 30 W. RGB,6.0,1.0,900.0,0.0,5400.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,0,ADDITIONAL,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3081,TERBLY PT189B Moving Head Beam/ Philips Platinum 5R,4.0,1.0,1500.0,0.0,6000.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2471,Transportation,1.0,1.0,4000.0,0.0,4000.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3016,LED Power Par 450w.,4.0,1.0,100.0,0.0,400.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,0,Main Stage ,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2470,Operate,1.0,1.0,2000.0,0.0,2000.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3022,LED PAR 5in1 RGBWA Medium Flood 18x10 Watt,9.0,1.0,500.0,0.0,4500.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3106,INTELLA STORM 1000 4in1 RGBW LED Strobe 1000 w.,3.0,1.0,1000.0,0.0,3000.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2993,KS Haze Machine 1700w.,1.0,1.0,3500.0,0.0,3500.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3016,LED Power Par 450w.,6.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,0,LIGHTING SYSTEM ,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,2495,Sound System,1.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-029,3112,Lighting Stand 2.75 M. (Black),1.0,1.0,400.0,0.0,400.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2212-079,0,"",0,0,0,0,0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,LIGHTING SYSTEM,0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,ADDITIONAL,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3007,Intercom Beltpack (Wired - Single Channel),25.0,3.0,500.0,0.0,37500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,ALUMINIUM TRUSS 8 M.WITH HOIST,1.0,1.5,9000.0,2025.0,11475.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,MAIN LED : MV LED DISPLAY P7 FLAT SIZE W8 x H8 M. [1 SET] ,1.0,1.5,160000.0,36000.0,204000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2974,MA Network Processor Unit (NPU),4.0,1.5,15000.0,13500.0,76500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,SLIDING LED : MV LED DISPLAY P8 SEE THROUGH SIZE W3 x H8 M. [6 SETS],1.0,1.5,360000.0,81000.0,459000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2469,Installation & Dismantle,1.0,1.0,150000.0,0.0,150000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,INTERCOM SYSTEM,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3081,TERBLY PT189B Moving Head Beam/ Philips Platinum 5R,151.0,1.5,1500.0,50962.5,288787.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,L-R LED : MV LED DISPLAY P7 FLAT W3 x H8 M. [8 SETS],1.0,1.5,480000.0,108000.0,612000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,PGM : 32 inch MONITOR ,6.0,1.5,2500.0,3375.0,19125.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3169,GLOBAL TRUSS Aluminium Square Truss .40 x .40 x 3 M. (Black),91.0,1.5,1000.0,20475.0,116025.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3012,HME DX200 Wireless Intercom Master Station,1.0,3.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3102,ROBERT JULIAT LANCELOT Follow Spot 4 Kw.,4.0,1.5,35000.0,10500.0,199500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2993,KS Haze Machine 1700w.,4.0,1.5,3500.0,0.0,21000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3087,CKC Sweeper Y1640 LED RGBW 4in1 16x40w.,96.0,1.5,3500.0,50400.0,453600.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3011,HME Wireless Intercom Beltpack (Single Line),8.0,3.0,2000.0,0.0,48000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,DMX CONFETTI BLASTER,6.0,1.5,8500.0,11475.0,65025.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,PGM : 55 inch MONITOR,5.0,1.5,3500.0,3937.5,22312.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3173,GLOBAL TRUSS Aluminium Junctions 2 Way Corner 90 Degree (Black),4.0,1.5,800.0,720.0,4080.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3083,PR XLED 1061 4in1 RGBW Zoom Moving Head Wash 37x10w.,23.0,1.5,2500.0,12937.5,73312.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,PROMPTER : 24 inch MONITOR ,8.0,1.5,2000.0,3600.0,20400.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3164,GLOBAL TRUSS Aluminium Junctions 4 Way Cross Piece,1.0,1.5,800.0,180.0,1020.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,DMX GIANT CONFETI BLASTER H-R1,6.0,1.5,8500.0,11475.0,65025.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3060,THOMAS MoleFay 4 lite Blinder 650 W. X 4 (Black),40.0,1.5,500.0,4500.0,25500.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,LCD 19 inch MONITOR ,3.0,1.5,1000.0,675.0,3825.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,ANTARI M-10 FOG Generator Smoke Machine ,5.0,1.5,3500.0,3937.5,22312.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,ALUMINIUM TRUSS 13 M.WITH HOIST,2.0,1.5,12000.0,5400.0,30600.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3170,GLOBAL TRUSS Aluminium Square Truss .40 x .40 x 2 M. (Black),6.0,1.0,800.0,720.0,4080.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2493,LED dot for Catwalk 250 m,1.0,1.5,40000.0,9000.0,51000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2969,grandMA 2 Full-Size Console,2.0,1.5,50000.0,0.0,150000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,LE MAITRE LOW SMOKE FREEZE FOG PRO,4.0,1.5,12500.0,11250.0,63750.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,CABLE & ACCESSORIES,1.0,1.5,35000.0,7875.0,44625.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,ILLUMINATION,0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,SPECIAL EFFECT,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3009,Intercom Master Station (Wired - Two Channel),1.0,3.0,800.0,0.0,2400.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3175,GLOBAL TRUSS Aluminium Junctions 3 Way T - Piece (Black),4.0,1.5,800.0,720.0,4080.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,VISUAL SYSTEM,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,Co2 80 Kg.,12.0,2.0,6000.0,21600.0,122400.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3076,MARTIN MAC Viper Performance 1000 W.,74.0,1.5,8500.0,94350.0,849150.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3172,GLOBAL TRUSS Aluminium Square Truss .40 x .40 x 1 M. (Black),2.0,1.5,500.0,225.0,1275.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2491,E2 (2units) + EC210,1.0,1.5,130000.0,29250.0,165750.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2490,LASER MULTICOLOR 30 WATT. ,6.0,1.5,40000.0,54000.0,306000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,MA DOT 2 CONTROL BOARD,1.0,1.5,12000.0,2700.0,15300.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,LASER,0.0,1.5,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2470,Spot Operator,4.0,3.0,2400.0,0.0,28800.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3118,STAGEMAKER Double Brake SR10 1.0 T. Electric Chain Hoist 20 M.,34.0,1.5,1500.0,11475.0,65025.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,STADIUM SHOT,18.0,1.5,5000.0,20250.0,114750.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2471,Transportation,1.0,1.0,64927.5,0.0,64927.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2487,TRANSPORTATION,1.0,1.0,35000.0,0.0,35000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,2490,LASER MULTICOLOR 22 WATT. ,10.0,1.5,35000.0,78750.0,446250.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3077,MARTIN MAC Viper Wash DX 1000 W.,22.0,1.5,7500.0,37125.0,210375.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3106,INTELLA STORM 1000 4in1 RGBW LED Strobe 1000 w.,98.0,1.5,1000.0,0.0,147000.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3084,CKC Moving Panel Matrix 5x5 4in1 RGBW 4 Degree 25x15w.,36.0,1.0,2000.0,10800.0,61200.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,0,"",0.0,0.0,0.0,0.0,0.0,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2212-079,3075,MARTIN MAC Viper Profile 1000 W.,7.0,1.5,7500.0,11812.5,66937.5,MJ-2212-0049,J2212-0042,JAY B TAPE : PRESS PAUSE ENCORE IN BANGKOK
MK-QUO-2301-040,3003,AQUAFOG 3300 Dry Ice Generator,1.0,1.0,2000.0,0.0,2000.0,MJ-2301-0032,J2301-0030,black sheep
MK-QUO-2301-015,2495,Sound System,1.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-015,0,LIGHTING SYSTEM ,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-015,0,Main Stage ,0.0,0.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
MK-QUO-2301-015,3016,LED Power Par 450w.,6.0,1.0,0.0,0.0,0.0,MJ-2301-0021,J2301-0019,งานเลี้ยงแสดงความยินดีแด่ดุษฎีบัณฑิตกิตติมศักดิ์ ประจำปีการศึกษา 2564 (พ.ศ.2566)
